N,P,K,temperature,humidity,ph,rainfall,label,Primary_Fertilizer,Soil_Texture,Soil_Texture_Label,N_to_P_ratio,K_to_N_ratio
84,40,43,25.01157559,88.3313023,7.228268228,169.4168014,jute,Calcium Ammonium Nitrate,Clay,0,2.048780488,0.505882353
62,52,16,22.27526694,58.84015925,6.967057762,63.87020584,maize,Calcium Ammonium Nitrate,Loam,1,1.169811321,0.253968254
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize,Calcium Ammonium Nitrate,Sandy,3,2.052631579,0.278481013
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,Muriate of Potash (MOP),Clay,0,1.0,1.344827586
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,Calcium Ammonium Nitrate,Clay,0,3.565217391,0.542168675
60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,rice,Calcium Ammonium Nitrate,Clay,0,1.071428571,0.737704918
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice,Calcium Ammonium Nitrate,Clay,0,1.79245283,0.375
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya,Urea,Clay,0,1.234042553,0.762711864
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,Calcium Ammonium Nitrate,Clay,0,1.468085106,0.585714286
86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon,Urea,Sandy,3,5.375,0.540229885
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,banana,Urea,Clay,0,1.210526316,0.483870968
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,jute,Calcium Ammonium Nitrate,Clay,0,2.25,0.406593407
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize,Urea,Sandy,3,1.681818182,0.306666667
67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute,Urea,Clay,0,1.522727273,0.558823529
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram,Diammonium Phosphate (DAP),Loam,1,0.808823529,0.285714286
62,49,37,24.21744605,82.85284045,7.479248124,166.1365886,jute,Urea,Sandy,3,1.24,0.587301587
72,42,43,26.56767277,80.90424543,6.352771037,181.2915605,jute,Urea,Clay,0,1.674418605,0.589041096
85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon,Calcium Ammonium Nitrate,Clay,0,8.5,0.61627907
82,40,45,26.21312799,81.70476368,6.667633355,180.1237765,jute,Urea,Clay,0,2.0,0.542168675
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,chickpea,Muriate of Potash (MOP),Clay,0,0.830985915,1.4
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,Urea,Loam,1,1.709090909,0.178947368
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya,Superphosphate,Clay,0,0.805970149,0.945454545
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute,Calcium Ammonium Nitrate,Clay,0,2.048780488,0.494117647
79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,rice,Calcium Ammonium Nitrate,Sandy,3,1.837209302,0.4625
99,92,47,28.1279509,77.48247073,6.323933647,103.5045395,banana,Urea,Sandy,3,1.064516129,0.47
85,38,41,21.58711777,82.7883708,6.249050656,276.6552459,rice,Calcium Ammonium Nitrate,Clay,0,2.179487179,0.476744186
59,69,80,19.07937684,17.86754927,8.165359297,69.40619137,chickpea,Muriate of Potash (MOP),Sandy,3,0.842857143,1.333333333
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,Urea,Clay,0,1.756097561,0.520547945
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,Urea,Sandy,3,1.391304348,0.661538462
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,Urea,Clay,0,2.041666667,0.373737374
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice,Calcium Ammonium Nitrate,Clay,0,1.363636364,0.721311475
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,Urea,Sandy,3,1.431818182,0.296875
75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,jute,Calcium Ammonium Nitrate,Clay,0,1.785714286,0.460526316
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,Diammonium Phosphate (DAP),Clay,0,0.892857143,0.31372549
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,maize,Urea,Sandy,3,1.459016393,0.211111111
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,Calcium Ammonium Nitrate,Sandy,3,2.263157895,0.183908046
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya,Calcium Ammonium Nitrate,Clay,0,1.06779661,0.78125
76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute,Calcium Ammonium Nitrate,Clay,0,1.333333333,0.506493506
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,maize,Urea,Clay,0,1.355555556,0.274193548
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute,Urea,Clay,0,1.5,0.384615385
99,73,53,26.29039046,81.06003778,5.871702211,118.6730366,banana,Calcium Ammonium Nitrate,Clay,0,1.337837838,0.53
82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,rice,Calcium Ammonium Nitrate,Clay,0,2.0,0.481927711
85,38,41,21.58711777,82.7883708,6.249050656,276.6552459,rice,Calcium Ammonium Nitrate,Clay,0,2.179487179,0.476744186
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon,Urea,Clay,0,3.730769231,0.510204082
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee,Calcium Ammonium Nitrate,Loam,1,2.444444444,0.393258427
94,37,41,24.7634518,87.06071115,6.463538707,179.1630865,jute,Calcium Ammonium Nitrate,Clay,0,2.473684211,0.431578947
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,Urea,Clay,0,1.914893617,0.461538462
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,Urea,Clay,0,8.3,0.535714286
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,coffee,Calcium Ammonium Nitrate,Loam,1,5.823529412,0.3
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea,Muriate of Potash (MOP),Clay,0,0.823529412,1.368421053
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon,Urea,Clay,0,3.869565217,0.577777778
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,Urea,Clay,0,1.172413793,0.623188406
67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute,Urea,Clay,0,1.098360656,0.558823529
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon,Urea,Sandy,3,7.615384615,0.52
58,70,84,20.6543203,16.60820843,6.231049028,74.6631118,chickpea,Sulfate of Potash (SOP),Clay,0,0.816901408,1.423728814
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,jute,Calcium Ammonium Nitrate,Clay,0,1.714285714,0.493150685
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute,Urea,Clay,0,1.071428571,0.655737705
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,Urea,Clay,0,1.5,0.512195122
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana,Calcium Ammonium Nitrate,Clay,0,1.323943662,0.505263158
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,coffee,Urea,Loam,1,2.580645161,0.308641975
77,52,41,23.89069041,83.46409075,6.097294061,167.7230632,jute,Calcium Ammonium Nitrate,Clay,0,1.452830189,0.525641026
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,jute,Urea,Clay,0,1.290909091,0.486111111
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice,Calcium Ammonium Nitrate,Clay,0,1.52,0.545454545
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,banana,Calcium Ammonium Nitrate,Clay,0,1.069767442,0.548387097
60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,rice,Urea,Sandy,3,1.224489796,0.639344262
89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,muskmelon,Calcium Ammonium Nitrate,Clay,0,3.423076923,0.555555556
66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,rice,Urea,Clay,0,1.081967213,0.567164179
55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram,Superphosphate,Sandy,3,0.901639344,0.267857143
86,18,45,28.96586565,90.71832938,6.566759102,22.25838137,muskmelon,Urea,Clay,0,4.526315789,0.517241379
91,7,52,25.07803672,83.46230461,6.405054243,56.39962921,watermelon,Urea,Clay,0,11.375,0.565217391
62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,jute,Calcium Ammonium Nitrate,Clay,0,1.033333333,0.650793651
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,Urea,Loam,1,1.535714286,0.24137931
75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,jute,Calcium Ammonium Nitrate,Clay,0,1.785714286,0.460526316
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute,Urea,Clay,0,1.381818182,0.584415584
99,15,27,27.41711238,56.63636248,6.086922359,127.92461,coffee,Calcium Ammonium Nitrate,Loam,1,6.1875,0.27
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea,Muriate of Potash (MOP),Sandy,3,0.857142857,1.454545455
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon,Urea,Clay,0,5.857142857,0.626506024
96,13,55,29.5275305,94.57459443,6.700337732,21.13545688,muskmelon,Urea,Sandy,3,6.857142857,0.567010309
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya,Sulfate of Potash (SOP),Clay,0,1.0,1.0
89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,jute,Urea,Sandy,3,1.679245283,0.466666667
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,banana,Urea,Clay,0,1.12195122,0.559139785
67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,jute,Calcium Ammonium Nitrate,Sandy,3,1.425531915,0.647058824
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize,Calcium Ammonium Nitrate,Sandy,3,1.75,0.25
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,Calcium Ammonium Nitrate,Loam,1,1.426229508,0.261363636
78,58,15,25.00933355,67.816568,6.528631266,62.91359494,maize,Urea,Loam,1,1.322033898,0.189873418
60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,rice,Calcium Ammonium Nitrate,Clay,0,1.071428571,0.737704918
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,Calcium Ammonium Nitrate,Loam,1,1.431818182,0.296875
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize,Urea,Loam,1,1.265306122,0.317460317
71,52,18,25.10787449,55.97732754,5.790770203,78.16077693,maize,Urea,Loam,1,1.339622642,0.25
87,14,48,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon,Calcium Ammonium Nitrate,Sandy,3,5.8,0.545454545
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice,Urea,Clay,0,1.363636364,0.721311475
84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,jute,Urea,Sandy,3,2.210526316,0.494117647
94,37,41,24.7634518,87.06071115,6.463538707,179.1630865,jute,Urea,Clay,0,2.473684211,0.431578947
91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,jute,Calcium Ammonium Nitrate,Clay,0,2.166666667,0.402173913
92,7,48,26.27520631,86.63249555,6.956508826,54.38748495,watermelon,Urea,Sandy,3,11.5,0.516129032
99,29,55,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon,Urea,Clay,0,3.3,0.55
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,Urea,Sandy,3,1.180327869,0.342465753
60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,rice,Urea,Clay,0,1.224489796,0.639344262
66,47,36,24.85441411,74.4407048,6.57256106,175.572958,jute,Urea,Clay,0,1.375,0.537313433
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,papaya,Diammonium Phosphate (DAP),Clay,0,0.936507937,0.866666667
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,maize,Urea,Loam,1,1.459016393,0.211111111
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya,Diammonium Phosphate (DAP),Clay,0,0.805970149,0.945454545
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,Calcium Ammonium Nitrate,Clay,0,3.192307692,0.630952381
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,Urea,Sandy,3,2.475,0.18
87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,jute,Calcium Ammonium Nitrate,Clay,0,1.933333333,0.488636364
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,papaya,Superphosphate,Sandy,3,0.949152542,0.859649123
58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram,Superphosphate,Sandy,3,0.935483871,0.254237288
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,Urea,Sandy,3,1.333333333,0.37704918
94,91,51,29.16093424,76.67484233,5.618094446,109.575944,banana,Calcium Ammonium Nitrate,Clay,0,1.02173913,0.536842105
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya,NPK 20-20-20,Clay,0,0.982758621,0.879310345
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice,Urea,Sandy,3,1.363636364,0.721311475
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,Urea,Clay,0,1.2,0.721311475
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute,Calcium Ammonium Nitrate,Clay,0,1.381818182,0.584415584
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon,Calcium Ammonium Nitrate,Clay,0,8.3,0.535714286
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram,Superphosphate,Clay,0,0.706666667,0.277777778
93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana,Calcium Ammonium Nitrate,Clay,0,1.010869565,0.5
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya,Urea,Clay,0,1.098039216,0.912280702
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram,Superphosphate,Loam,1,0.779411765,0.314814815
98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon,Calcium Ammonium Nitrate,Clay,0,12.25,0.454545455
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana,Calcium Ammonium Nitrate,Clay,0,1.0375,0.654761905
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon,Calcium Ammonium Nitrate,Clay,0,2.612903226,0.585365854
97,22,50,26.26028739,86.14585891,6.7698938,58.97878791,watermelon,Calcium Ammonium Nitrate,Clay,0,4.217391304,0.510204082
84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,muskmelon,Calcium Ammonium Nitrate,Clay,0,4.421052632,0.541176471
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,coffee,Calcium Ammonium Nitrate,Loam,1,2.733333333,0.421686747
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Urea,Clay,0,1.071428571,0.721311475
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya,Muriate of Potash (MOP),Clay,0,1.063829787,1.019607843
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,Calcium Ammonium Nitrate,Loam,1,1.510204082,0.226666667
98,26,49,27.29035669,90.53330091,6.130160473,23.49535234,muskmelon,Urea,Clay,0,3.62962963,0.494949495
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon,Urea,Clay,0,4.705882353,0.567901235
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,Urea,Sandy,3,1.0,0.241935484
95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana,Urea,Clay,0,1.144578313,0.5
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,papaya,Urea,Sandy,3,1.06779661,0.734375
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee,Calcium Ammonium Nitrate,Loam,1,4.217391304,0.265306122
87,21,52,27.3506296,94.2911951,6.067665498,27.21244021,muskmelon,Urea,Clay,0,3.954545455,0.590909091
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,Urea,Clay,0,11.5,0.483870968
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,Urea,Clay,0,1.736842105,0.17
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize,Urea,Loam,1,2.052631579,0.278481013
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,Calcium Ammonium Nitrate,Clay,0,1.756097561,0.520547945
89,9,47,29.47156259,90.77069618,6.668382766,28.75226067,muskmelon,Urea,Sandy,3,8.9,0.522222222
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya,Calcium Ammonium Nitrate,Clay,0,1.098039216,0.912280702
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon,Calcium Ammonium Nitrate,Sandy,3,4.136363636,0.543478261
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,Urea,Clay,0,1.103448276,0.525773196
92,7,45,26.70607759,81.14149505,6.944640222,51.51033554,watermelon,Urea,Clay,0,11.5,0.483870968
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,Calcium Ammonium Nitrate,Clay,0,1.685185185,0.434782609
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,Calcium Ammonium Nitrate,Clay,0,1.406779661,0.535714286
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,Muriate of Potash (MOP),Clay,0,0.967741935,1.278688525
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,Urea,Sandy,3,1.538461538,0.278688525
98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,coffee,Urea,Loam,1,5.157894737,0.272727273
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,coffee,Calcium Ammonium Nitrate,Loam,1,2.580645161,0.308641975
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee,Urea,Sandy,3,2.243902439,0.322580645
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee,Calcium Ammonium Nitrate,Loam,1,3.233333333,0.275510204
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon,Calcium Ammonium Nitrate,Sandy,3,3.565217391,0.542168675
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram,Superphosphate,Loam,1,0.769230769,0.490196078
66,47,36,24.85441411,74.4407048,6.57256106,175.572958,jute,Urea,Sandy,3,1.375,0.537313433
91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon,Urea,Clay,0,6.5,0.510869565
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon,Urea,Sandy,3,3.730769231,0.510204082
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,Urea,Loam,1,2.214285714,0.180851064
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,Sulfate of Potash (SOP),Clay,0,0.967741935,1.278688525
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,chickpea,Muriate of Potash (MOP),Clay,0,0.698630137,1.442307692
67,41,40,25.848795,87.81661683,7.333143205,152.6194403,jute,Urea,Clay,0,1.595238095,0.588235294
91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana,Diammonium Phosphate (DAP),Clay,0,0.957894737,0.5
77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,jute,Urea,Clay,0,1.571428571,0.461538462
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice,Urea,Clay,0,1.06557377,0.651515152
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,rice,Calcium Ammonium Nitrate,Clay,0,1.52,0.545454545
61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,jute,Urea,Clay,0,1.452380952,0.564516129
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,Calcium Ammonium Nitrate,Clay,0,2.166666667,0.556962025
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618,rice,Urea,Clay,0,2.444444444,0.449438202
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,coffee,Urea,Loam,1,3.625,0.318181818
89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,jute,Urea,Clay,0,1.679245283,0.466666667
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya,Urea,Clay,0,1.173076923,0.822580645
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,Urea,Clay,0,1.406779661,0.535714286
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,Urea,Loam,1,2.042553191,0.226804124
56,67,78,17.57445618,16.71826572,8.255450758,77.81891424,chickpea,Muriate of Potash (MOP),Clay,0,0.823529412,1.368421053
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Urea,Clay,0,1.071428571,0.721311475
79,45,20,23.80546189,59.24537979,5.715208817,89.9622014,maize,Calcium Ammonium Nitrate,Loam,1,1.717391304,0.25
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,Calcium Ammonium Nitrate,Loam,1,1.321428571,0.253333333
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,Urea,Clay,0,1.5,0.512195122
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon,Urea,Clay,0,3.769230769,0.525252525
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,coffee,Calcium Ammonium Nitrate,Loam,1,3.28,0.313253012
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon,Calcium Ammonium Nitrate,Sandy,3,3.518518519,0.46875
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana,Superphosphate,Clay,0,0.885416667,0.546511628
98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon,Urea,Clay,0,10.88888889,0.515151515
80,43,43,23.78756036,74.36794079,6.014572075,172.6442654,jute,Urea,Clay,0,1.818181818,0.530864198
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize,Calcium Ammonium Nitrate,Clay,0,1.551724138,0.263736264
95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon,Urea,Clay,0,7.307692308,0.479166667
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,Calcium Ammonium Nitrate,Loam,1,2.475,0.18
61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,jute,Urea,Sandy,3,1.452380952,0.564516129
89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute,Urea,Clay,0,1.648148148,0.488888889
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,Urea,Sandy,3,1.4,0.640625
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,jute,Urea,Clay,0,1.714285714,0.493150685
